District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
15,Bridgeport School District,19,Longfellow School,2008-09,68.8,48
15,Bridgeport School District,10,Luis Munoz Marin School,2008-09,65.8,76
15,Bridgeport School District,20,Madison School,2008-09,76.6,77
15,Bridgeport School District,46,Multicultural Magnet School,2008-09,91.7,48
15,Bridgeport School District,17,Park City Magnet School,2008-09,87.7,57
15,Bridgeport School District,25,Read School,2008-09,29.3,99
15,Bridgeport School District,26,Roosevelt School,2008-09,70.4,71
15,Bridgeport School District,44,Skane Center,2008-09,95.8,48
15,Bridgeport School District,30,Waltersville School,2008-09,66.1,59
15,Bridgeport School District,36,Winthrop School,2008-09,74.7,75
17,Bristol School District,7,Clara T. O Connell School,2008-09,83.6,61
17,Bristol School District,1,Clarence A. Bingham School,2008-09,91.7,36
17,Bristol School District,3,Edgewood School,2008-09,91.9,62
17,Bristol School District,14,Ellen P. Hubbell School,2008-09,93.2,74
17,Bristol School District,5,Greene-Hills School,2008-09,82.8,58
17,Bristol School District,19,Ivy Drive School,2008-09,90.9,66
17,Bristol School District,6,John J. Jennings School,2008-09,88.5,61
17,Bristol School District,17,Mountain View School,2008-09,98.1,54
17,Bristol School District,11,South Side School,2008-09,82.5,80
17,Bristol School District,12,Stafford School,2008-09,67.6,74
18,Brookfield School District,3,Center Elementary School,2008-09,81.2,191
19,Brooklyn School District,1,Brooklyn Elementary School,2008-09,96.3,80
21,Canaan School District,1,Lee H. Kellogg School,2008-09,66.7,9
22,Canterbury School District,2,Canterbury Elementary School,2008-09,85.2,61
23,Canton School District,2,Cherry Brook Primary School,2008-09,85.9,135
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,2008-09,94.4,36
241,Capitol Region Education Council,4,International Magnet School for Global Citizenship,2008-09,75.9,29
241,Capitol Region Education Council,31,Montessori Magnet School,2008-09,100,39
241,Capitol Region Education Council,3,Reggio Magnet School of the Arts,2008-09,86.2,29
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,2008-09,96.6,59
24,Chaplin School District,2,Chaplin Elementary School,2008-09,95.5,22
287,Charter School for Young Children on Asylum Hill,1,Charter School for Young Children on Asylum Hill  Inc.,2008-09,41.9,31
25,Cheshire School District,2,Darcey School,2008-09,95.3,300
26,Chester School District,1,Chester Elementary School,2008-09,96.9,32
27,Clinton School District,3,Lewin G. Joel Jr. School,2008-09,96.1,153
28,Colchester School District,4,Colchester Elementary School,2008-09,93.1,202
29,Colebrook School District,1,Colebrook Consolidated School,2008-09,81.3,16
30,Columbia School District,1,Horace W. Porter School,2008-09,84,50
243,Cooperative Educational Services,1,Six-Six Magnet School,2008-09,95.1,41
31,Cornwall School District,1,Cornwall Consolidated School,2008-09,66.7,12
32,Coventry School District,2,Coventry Grammar School,2008-09,76.3,135
33,Cromwell School District,2,Edna C. Stevens School,2008-09,87.6,153
34,Danbury School District,14,Ellsworth Avenue School,2008-09,82.3,62
34,Danbury School District,11,Great Plain School,2008-09,52.3,65
34,Danbury School District,2,Hayestown Avenue School,2008-09,72.7,66
34,Danbury School District,13,King Street Primary School,2008-09,69,113
34,Danbury School District,5,Mill Ridge Primary School,2008-09,68.8,109
34,Danbury School District,6,Morris Street School,2008-09,76.6,64
34,Danbury School District,8,Park Avenue School,2008-09,72.7,77
34,Danbury School District,15,Pembroke School,2008-09,64.5,62
34,Danbury School District,12,Shelter Rock School,2008-09,77.6,67
34,Danbury School District,10,South Street School,2008-09,61.5,65
34,Danbury School District,16,Stadley Rough School,2008-09,69.8,86
34,Danbury School District,19,Western CT Academy of International Studies,2008-09,64.5,62
35,Darien School District,2,Hindley Elementary School,2008-09,97.4,77
35,Darien School District,7,Holmes Elementary School,2008-09,95.9,74
35,Darien School District,13,Ox Ridge Elementary School,2008-09,98.7,78
35,Darien School District,5,Royle Elementary School,2008-09,88.2,68
35,Darien School District,6,Tokeneke Elementary School,2008-09,89.4,66
36,Deep River School District,1,Deep River Elementary School,2008-09,100,42
37,Derby School District,6,Bradley School,2008-09,82,61
37,Derby School District,4,Irving School,2008-09,52.8,72
40,East Granby School District,1,Allgrove School,2008-09,84.1,63
41,East Haddam School District,1,East Haddam Elementary School,2008-09,79.2,101
42,East Hampton School District,1,Memorial School,2008-09,91.2,147
43,East Hartford School District,9,Anna E. Norris School,2008-09,69.7,66
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2008-09,70,60
43,East Hartford School District,22,Dr. John A. Langford School,2008-09,67.9,53
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2008-09,71.1,45
43,East Hartford School District,20,Governor William Pitkin School,2008-09,50.8,59
43,East Hartford School District,5,Hockanum School,2008-09,82.4,51
43,East Hartford School District,4,Joseph O. Goodwin School,2008-09,72.1,43
43,East Hartford School District,18,Robert J. O'Brien School,2008-09,71.2,66
43,East Hartford School District,12,Silver Lane School,2008-09,60.4,53
44,East Haven School District,19,Hays School,2008-09,81.5,119
44,East Haven School District,18,Overbrook Elementary School,2008-09,73.1,108
45,East Lyme School District,1,Flanders School,2008-09,95.6,68
45,East Lyme School District,4,Lillie B. Haynes School,2008-09,79,62
45,East Lyme School District,2,Niantic Center School,2008-09,96.1,51
47,East Windsor School District,1,Broad Brook Elementary School,2008-09,82.4,102
39,Eastford School District,1,Eastford Elementary School,2008-09,85.7,14
46,Easton School District,1,Samuel Staples Elementary School,2008-09,100,98
48,Ellington School District,1,Center School,2008-09,68.3,82
48,Ellington School District,2,Crystal Lake School,2008-09,80.9,47
48,Ellington School District,6,Windermere School,2008-09,73.3,60
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2008-09,67.3,55
49,Enfield School District,13,Edgar H. Parkman School,2008-09,82.2,45
49,Enfield School District,16,Eli Whitney School,2008-09,73.1,52
49,Enfield School District,2,Enfield Street School,2008-09,89.1,46
49,Enfield School District,12,Harriet Beecher Stowe School,2008-09,78.1,32
49,Enfield School District,4,Hazardville Memorial School,2008-09,94.6,56
49,Enfield School District,18,Henry Barnard School,2008-09,55.2,67
49,Enfield School District,11,Nathan Hale School,2008-09,71,31
49,Enfield School District,15,Prudence Crandall School,2008-09,71.7,60
49,Enfield School District,17,Thomas G. Alcorn School,2008-09,55.8,52
50,Essex School District,1,Essex Elementary School,2008-09,94.3,70
51,Fairfield School District,2,Burr Elementary School,2008-09,100,79
51,Fairfield School District,1,Dwight Elementary School,2008-09,100,36
51,Fairfield School District,4,Holland Hill School,2008-09,96.3,54
51,Fairfield School District,17,Jennings School,2008-09,97.9,48
51,Fairfield School District,6,McKinley School,2008-09,90.6,64
51,Fairfield School District,7,Mill Hill School,2008-09,94.5,73
51,Fairfield School District,16,North Stratfield School,2008-09,100,87
51,Fairfield School District,18,Osborn Hill School,2008-09,97.9,96
51,Fairfield School District,12,Riverfield School,2008-09,97.3,74
51,Fairfield School District,13,Sherman School,2008-09,96.6,59
51,Fairfield School District,14,Stratfield School,2008-09,97.4,115
52,Farmington School District,4,East Farms School,2008-09,95.1,82
52,Farmington School District,2,Noah Wallace School,2008-09,79.7,74
52,Farmington School District,1,Union School,2008-09,89.3,56
52,Farmington School District,3,West District School,2008-09,72.4,76
53,Franklin School District,1,Franklin Elementary School,2008-09,89.5,19
54,Glastonbury School District,2,Buttonball Lane School,2008-09,95.6,91
54,Glastonbury School District,3,Eastbury School,2008-09,95.7,46
54,Glastonbury School District,4,Hebron Avenue School,2008-09,100,74
54,Glastonbury School District,6,Hopewell School,2008-09,85.7,84
54,Glastonbury School District,7,Naubuc School,2008-09,87.9,66
54,Glastonbury School District,9,Nayaug Elementary School,2008-09,99,97
56,Granby School District,1,Frank M. Kearns Primary School,2008-09,90.2,143
57,Greenwich School District,2,Cos Cob School,2008-09,94.6,74
57,Greenwich School District,4,Glenville School,2008-09,94.4,36
57,Greenwich School District,5,Hamilton Avenue School,2008-09,88.3,60
57,Greenwich School District,13,International School At Dundee,2008-09,96.8,62
57,Greenwich School District,3,Julian Curtiss School,2008-09,90.2,51
57,Greenwich School District,6,New Lebanon School,2008-09,82.9,35
57,Greenwich School District,7,North Mianus School,2008-09,95.7,70
57,Greenwich School District,8,North Street School,2008-09,100,79
57,Greenwich School District,9,Old Greenwich School,2008-09,97.4,76
57,Greenwich School District,11,Parkway School,2008-09,93.8,48
57,Greenwich School District,10,Riverside School,2008-09,100,83
58,Griswold School District,3,Griswold Elementary School,2008-09,92.5,133
59,Groton School District,20,Catherine Kolnaski Magnet School,2008-09,38.6,88
59,Groton School District,18,Charles Barnum School,2008-09,79.5,83
59,Groton School District,3,Claude Chester School,2008-09,62.7,59
59,Groton School District,17,Mary Morrisson School,2008-09,71.8,78
59,Groton School District,19,Northeast Academy Elementary School,2008-09,85.7,63
59,Groton School District,12,Pleasant Valley School,2008-09,72.9,59
59,Groton School District,1,S. B. Butler School,2008-09,96,50
60,Guilford School District,6,A. W. Cox School,2008-09,83.3,54
60,Guilford School District,4,Calvin Leete School,2008-09,98.3,59
60,Guilford School District,2,Guilford Lakes School,2008-09,88.4,69
60,Guilford School District,3,Melissa Jones School,2008-09,84,75
62,Hamden School District,12,Bear Path School,2008-09,88.5,61
62,Hamden School District,2,Church Street School,2008-09,76.9,52
62,Hamden School District,3,Dunbar Hill School,2008-09,86,43
62,Hamden School District,4,Helen Street School,2008-09,97.2,36
62,Hamden School District,11,Ridge Hill School,2008-09,82.2,45
62,Hamden School District,1,Shepherd Glen School,2008-09,81.8,55
62,Hamden School District,10,Spring Glen School,2008-09,95.9,74
62,Hamden School District,14,West Woods School,2008-09,100,72
63,Hampton School District,1,Hampton Elementary School,2008-09,100,14
64,Hartford School District,1,Americas Choice at SAND,2008-09,42.3,52
64,Hartford School District,37,Annie Fisher Montessori Magnet School,2008-09,64.7,17
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2008-09,33.9,62
64,Hartford School District,4,Batchelder School,2008-09,34,53
64,Hartford School District,35,Breakthrough II,2008-09,28.6,21
64,Hartford School District,33,Breakthrough Magnet School,2008-09,72.7,33
64,Hartford School District,6,Burns Latino Studies Academy,2008-09,30.8,78
64,Hartford School District,23,Burr School,2008-09,46.8,79
64,Hartford School District,24,Clark School,2008-09,26.7,60
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2008-09,31.9,69
64,Hartford School District,9,Hooker School,2008-09,50,50
64,Hartford School District,36,IB Global Communications Academy,2008-09,11.3,71
64,Hartford School District,10,Kennelly School,2008-09,9.2,87
64,Hartford School District,11,Kinsella Magnet School,2008-09,47.7,65
64,Hartford School District,8,M. D. Fox ComPACT School,2008-09,22.4,116
64,Hartford School District,16,M. L. King School,2008-09,39.2,74
64,Hartford School District,12,McDonough School,2008-09,34.7,49
64,Hartford School District,19,Milner Core Knowledge School,2008-09,28.1,64
64,Hartford School District,32,Moylan School,2008-09,54.5,66
64,Hartford School District,14,Naylor School,2008-09,35.2,71
64,Hartford School District,20,Noah Webster Micro Society School,2008-09,36.3,80
64,Hartford School District,15,Parkville Community School,2008-09,40,95
64,Hartford School District,30,Sanchez School,2008-09,44.2,77
64,Hartford School District,17,Sarah J. Rawson Elementary School,2008-09,37.5,80
64,Hartford School District,26,Simpson-Waverly School,2008-09,14.3,49
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2008-09,42.1,38
64,Hartford School District,21,West Middle School,2008-09,32.9,79
64,Hartford School District,22,Wish School,2008-09,41.5,53
65,Hartland School District,1,Hartland School,2008-09,62.5,32
67,Hebron School District,2,Gilead Hill School,2008-09,97.3,148
286,Highville Charter School District,1,Highville Charter School,2008-09,83.3,42
264,Integrated Day Charter School District,1,Integrated Day Charter School,2008-09,97.1,34
261,Jumoke Academy District,1,Jumoke Academy,2008-09,100,41
68,Kent School District,1,Kent Center School,2008-09,87.2,39
69,Killingly School District,1,Killingly Central School,2008-09,59.8,97
69,Killingly School District,3,Killingly Memorial School,2008-09,68.9,103
245,Learn,1,Multicultural Magnet School,2008-09,85.1,87
245,Learn,2,The Friendship School,2008-09,99.5,189
71,Lebanon School District,1,Lebanon Elementary School,2008-09,89.8,88
72,Ledyard School District,2,Gales Ferry School,2008-09,82.2,73
72,Ledyard School District,4,Gallup Hill School,2008-09,62.2,45
72,Ledyard School District,1,Ledyard Center School,2008-09,82.1,56
73,Lisbon School District,1,Lisbon Central School,2008-09,98,50
74,Litchfield School District,2,Center School,2008-09,87.8,90
76,Madison School District,1,J. Milton Jeffrey Elementary School,2008-09,97,200
77,Manchester School District,1,Bowers School,2008-09,85.2,61
77,Manchester School District,3,Buckley School,2008-09,80,30
77,Manchester School District,4,Highland Park School,2008-09,69.7,33
